year,topic,gamma
1617,4,0.027774945
1617,4,0.024370082
1617,4,0.011138952
1617,4,0.052244296
1617,4,0.025808663
1617,4,0.003339941
1617,4,0.006263616
1617,4,0.002967072
1617,4,0.127018668
1617,4,0.002170792
1617,4,0.005361125
1617,4,0.006967345
1617,4,0.018915571
1617,4,0.015898446
1617,4,0.071202311
1617,4,0.017518595
1617,4,0.00346433
1617,4,0.022940019
1617,4,0.429050395
1617,4,0.384494618
1617,4,0.609192181
1617,4,0.705067096
1617,4,0.743407647
1617,4,0.549608757
1617,4,0.767284439
1617,4,0.086914392
1617,4,0.532016076
1617,4,0.90346451
1617,4,0.828879514
1617,4,0.001636217
1617,4,0.014002542
1617,4,0.148655802
1617,4,0.0055202
1617,4,0.096571037
1617,4,0.001884877
1617,4,0.001636217
1617,4,0.024353109
1617,4,0.005361125
1617,4,0.024191319
1617,4,0.001695877
1617,4,0.001567295
1617,4,0.002967072
1617,4,0.004461215
1617,4,0.002051125
1617,4,0.12200825
1617,4,0.066018361
1617,4,0.007849219
1617,4,0.086560797
1617,4,0.002967072
1617,4,0.002967072
1617,4,0.002425507
1617,4,0.003743139
1617,4,0.003064831
1617,4,0.003598341
1617,4,0.001665513
1617,4,0.003116166
1617,4,0.002707946
1617,4,0.001164926
1617,4,0.100730741
1617,4,0.002249537
1617,4,0.03486407
1617,4,0.006059601
1617,4,0.024353109
1617,4,0.01469658
1617,4,0.447792625
1617,4,0.543512908
1617,4,0.181291898
1617,4,0.023863124
1617,4,0.00346433
1617,4,0.004934531
1617,4,0.003339941
1617,4,0.007238428
1617,4,0.005689004
1617,4,0.005689004
1617,4,0.004356742
1617,4,0.004356742
1617,4,0.20177715
1617,4,0.165084922
1617,4,0.011848357
1617,4,0.021379519
1617,4,0.140342943
1617,4,0.232526764
1617,4,0.00506898
1617,4,0.003530064
1617,4,0.003015159
1617,4,0.003224176
1617,4,0.002558957
1617,4,0.001122745
1617,4,0.081233788
1617,4,0.872307088
1617,4,0.495248917
1617,4,0.014646779
1617,4,0.896898285
1617,4,0.843763062
1617,4,0.514139366
1617,4,0.469901387
1617,4,0.67335228
1617,4,0.021379519
1617,4,0.92306381
1617,4,0.063418456
1617,4,0.176972836
1617,4,0.794466613
1617,4,0.014341169
1617,4,0.004461215
1617,4,0.4845941
1617,4,0.141301991
1617,4,0.017015922
1617,4,0.003064831
1617,4,0.001516203
1617,4,0.007849219
1617,4,0.002594646
1617,4,0.007238428
1617,4,0.004070753
1617,4,0.002875357
1617,4,0.130624749
1617,4,0.003669312
1617,4,0.001516203
1617,4,0.0055202
1617,4,0.008194972
1617,4,0.365207457
1617,4,0.174603445
1617,4,0.00233421
1617,4,0.026117003
1617,4,0.003669312
1617,4,0.009442822
1617,4,0.058523501
1617,4,0.003743139
1617,4,0.001884877
1617,4,0.303185138
1617,4,0.004356742
1617,4,0.235896557
1617,4,0.002524236
1617,4,0.009442822
1617,4,0.003598341
1617,4,0.009947736
1617,4,0.033220734
1617,4,0.037412384
1617,4,0.0013413
1617,4,0.003224176
1617,4,0.034970568
1617,4,0.107267513
1617,4,0.004461215
1617,4,0.218803447
1617,4,0.11106396
1617,4,0.089883278
1617,4,0.265619108
1617,4,0.13634502
1617,4,0.002006873
1617,4,0.001680558
1617,4,0.001711478
1617,4,0.137554109
1617,4,0.002073991
1617,4,0.019825791
1617,4,0.04515597
1617,4,0.110956265
1617,4,0.00346433
1617,4,0.089876549
1617,4,0.031788377
1617,4,0.155432521
1617,4,0.063418456
1617,4,0.063418456
1617,4,0.015264002
1617,4,0.002594646
1617,4,0.003983588
1617,4,0.005689004
1617,4,0.169700531
1617,4,0.130886351
1617,4,0.002394291
1617,4,0.007238428
1617,4,0.110956265
1617,4,0.006967345
1617,4,0.393969565
1617,4,0.446719503
1617,4,0.543512908
1617,4,0.011138952
1617,4,0.007849219
1617,4,0.29881622
1617,4,0.005361125
1617,4,0.104343068
1617,4,0.004161817
1617,4,0.044886221
1617,4,0.078913244
1617,4,0.003669312
1617,4,0.004356742
1617,4,0.009442822
1617,4,0.011848357
1617,4,0.011777749
1617,4,0.02521332
1617,4,0.456687166
1617,4,0.007849219
1617,4,0.043655337
1617,4,0.013577814
1617,4,0.003743139
1617,4,0.152710079
1617,4,0.040707012
1617,4,0.001567295
1617,4,0.003819997
1617,4,0.002747944
1617,4,0.001322235
1617,4,0.080420656
1617,4,0.006059601
1617,4,0.00219642
1617,4,0.000824277
1617,4,0.007238428
1617,4,0.084876172
1617,4,0.32683892
1617,4,0.22893385
1617,4,0.21153227
1617,4,0.003064831
1617,4,0.003983588
1617,4,0.180592963
1617,4,0.039980591
1617,4,0.084039223
1617,4,0.040610546
1617,4,0.001695877
1617,4,0.006715833
1617,4,0.004356742
1617,4,0.04398311
1617,4,0.240730005
1617,4,0.007849219
1617,4,0.00233421
1617,4,0.006263616
1617,4,0.02521332
1617,4,0.174603445
1617,4,0.015991307
1617,4,0.040707012
1617,4,0.003116166
1617,4,0.265572641
1617,4,0.002669095
1617,4,0.013371098
1617,4,0.004161817
1617,4,0.113475576
1617,4,0.028021018
1617,4,0.133594702
1617,4,0.167929333
1617,4,0.014602633
